customer_id,tenure_months,monthly_charges,support_tickets,late_payments,usage_hours,contract,payment_method,region,plan,support_plan,churn,annual_value,churn_probability,risk_level,recommended_action
CUST102640,18,3883.32,2,1,56.4,Month-to-Month,Cash,West,Standard,No,1,46599.84,0.9986030505849263,High,Priority retention call + targeted offer
CUST103006,44,3872.17,2,0,5.2,Month-to-Month,Cash,North,Standard,Yes,1,46466.04,0.9985922512387813,High,Priority retention call + targeted offer
CUST102919,28,3913.42,0,0,55.7,Month-to-Month,Credit Card,North,Standard,No,1,46961.04,0.9985844582351502,High,Priority retention call + targeted offer
CUST100393,44,3843.77,5,3,59.4,Month-to-Month,Debit Card,South,Basic,Yes,1,46125.24,0.9985797515602467,High,Priority retention call + targeted offer
CUST100362,17,3882.41,2,0,41.4,Month-to-Month,Credit Card,East,Standard,No,1,46588.92,0.9985728623576958,High,Priority retention call + targeted offer
CUST104618,46,3953.5,1,1,59.6,Month-to-Month,Debit Card,West,Standard,Yes,1,47442.0,0.9985666332238843,High,Priority retention call + targeted offer
CUST105279,15,3850.98,0,1,35.5,Month-to-Month,UPI,West,Standard,No,1,46211.76,0.9985614986692282,High,Priority retention call + targeted offer
CUST103090,25,3874.94,5,0,47.9,Month-to-Month,Credit Card,East,Premium,No,1,46499.28,0.9985576652205829,High,Priority retention call + targeted offer
CUST105259,18,3817.8,0,1,39.5,Month-to-Month,Cash,South,Basic,No,1,45813.6,0.9985436855581477,High,Priority retention call + targeted offer
CUST105135,8,3897.47,1,0,51.5,Month-to-Month,UPI,East,Standard,Yes,1,46769.64,0.9985392554981224,High,Priority retention call + targeted offer
CUST103590,9,3869.24,3,1,40.5,One Year,Credit Card,South,Basic,Yes,1,46430.88,0.9985230506629131,High,Priority retention call + targeted offer
CUST100251,36,3959.1,2,1,34.2,Two Year,Debit Card,South,Premium,No,1,47509.2,0.9985113335059775,High,Priority retention call + targeted offer
CUST105756,24,3851.34,1,1,27.8,Month-to-Month,Cash,North,Standard,Yes,1,46216.08,0.9984997127206192,High,Priority retention call + targeted offer
CUST103669,16,3905.88,4,0,32.4,One Year,Credit Card,North,Standard,No,1,46870.56,0.9984819540559295,High,Priority retention call + targeted offer
CUST102253,37,3878.16,4,0,29.7,Month-to-Month,Net Banking,South,Basic,No,1,46537.92,0.9984815549192974,High,Priority retention call + targeted offer
CUST104438,25,3866.85,0,2,52.5,Month-to-Month,Debit Card,South,Standard,No,1,46402.2,0.998481251283212,High,Priority retention call + targeted offer
CUST100180,68,4057.48,1,1,56.0,One Year,Net Banking,East,Basic,Yes,1,48689.76,0.9984792267112098,High,Priority retention call + targeted offer
CUST101997,72,3951.99,1,1,76.4,Month-to-Month,Credit Card,North,Basic,Yes,1,47423.88,0.9984711880120074,High,Priority retention call + targeted offer
CUST102981,5,3780.82,3,0,30.1,Month-to-Month,UPI,North,Basic,No,1,45369.84,0.9984574157139163,High,Priority retention call + targeted offer
CUST103488,32,3904.98,1,1,60.7,Month-to-Month,Net Banking,South,Basic,No,1,46859.76,0.9984268653430702,High,Priority retention call + targeted offer
CUST105560,35,3955.42,3,0,25.1,Two Year,Cash,West,Premium,No,1,47465.04,0.9984212471727576,High,Priority retention call + targeted offer
CUST101929,69,3932.92,0,1,40.6,Month-to-Month,UPI,North,Standard,Yes,1,47195.04,0.9984147912409642,High,Priority retention call + targeted offer
CUST105040,26,3924.59,1,0,41.3,Month-to-Month,Net Banking,North,Standard,No,1,47095.08,0.9984102378274264,High,Priority retention call + targeted offer
CUST101492,3,4000.29,1,0,39.5,Two Year,Net Banking,North,Standard,Yes,1,48003.48,0.9983971546648089,High,Priority retention call + targeted offer
CUST105737,68,4025.77,1,0,55.5,One Year,Debit Card,North,Premium,No,1,48309.24,0.9983956220516154,High,Priority retention call + targeted offer
CUST105503,53,4024.14,5,1,64.5,Two Year,Credit Card,East,Standard,No,1,48289.68,0.9983939024977501,High,Priority retention call + targeted offer
CUST105992,60,3959.37,4,0,25.0,One Year,Cash,North,Standard,No,1,47512.44,0.9983863913753931,High,Priority retention call + targeted offer
CUST104972,61,4015.5,0,1,50.3,One Year,Net Banking,West,Basic,No,1,48186.0,0.9983599870017232,High,Priority retention call + targeted offer
CUST105386,17,3781.41,0,4,38.4,Month-to-Month,UPI,West,Standard,No,1,45376.92,0.9983589745952598,High,Priority retention call + targeted offer
CUST105470,43,3895.1,4,3,50.8,Two Year,UPI,South,Basic,No,1,46741.2,0.9983484404761437,High,Priority retention call + targeted offer
CUST104595,4,3854.1,1,1,71.0,Month-to-Month,UPI,South,Standard,No,1,46249.2,0.9983245161743874,High,Priority retention call + targeted offer
CUST104489,28,3804.11,3,1,10.8,Month-to-Month,Credit Card,West,Standard,No,1,45649.32,0.9983162690477742,High,Priority retention call + targeted offer
CUST102182,44,3844.03,3,0,6.0,Month-to-Month,Debit Card,North,Premium,Yes,1,46128.36,0.9983118490633595,High,Priority retention call + targeted offer
CUST100645,24,3813.33,3,1,43.0,Month-to-Month,Cash,North,Basic,Yes,1,45759.96,0.9982976000114095,High,Priority retention call + targeted offer
CUST101124,61,3984.81,0,0,78.1,Month-to-Month,UPI,West,Standard,No,1,47817.72,0.9982964872738148,High,Priority retention call + targeted offer
CUST104620,45,3937.24,2,0,17.5,One Year,UPI,North,Standard,Yes,1,47246.88,0.9982894292872706,High,Priority retention call + targeted offer
CUST102522,16,3827.04,2,0,21.4,Month-to-Month,UPI,South,Standard,Yes,1,45924.48,0.9982882282892115,High,Priority retention call + targeted offer
CUST105154,58,3875.69,5,1,37.5,Month-to-Month,Credit Card,West,Premium,Yes,1,46508.28,0.99828765947139,High,Priority retention call + targeted offer
CUST103133,6,3908.39,4,1,49.3,Two Year,UPI,South,Premium,Yes,1,46900.68,0.9982635379306248,High,Priority retention call + targeted offer
CUST104044,30,3785.39,3,0,16.1,Month-to-Month,Credit Card,South,Basic,No,1,45424.68,0.998255230218696,High,Priority retention call + targeted offer
CUST102365,7,3881.52,2,2,59.3,One Year,UPI,South,Premium,Yes,1,46578.24,0.9982486313787784,High,Priority retention call + targeted offer
CUST100192,44,3812.28,1,2,17.0,Month-to-Month,Credit Card,North,Standard,No,1,45747.36,0.998244628870832,High,Priority retention call + targeted offer
CUST100408,68,4040.53,2,0,43.3,Two Year,Net Banking,North,Basic,No,1,48486.36,0.9982345083838243,High,Priority retention call + targeted offer
CUST103632,3,3850.16,1,1,23.9,One Year,Debit Card,North,Premium,No,1,46201.92,0.9982344415939611,High,Priority retention call + targeted offer
CUST101004,10,3716.7,1,5,39.1,Month-to-Month,Debit Card,South,Basic,Yes,1,44600.4,0.998231140635853,High,Priority retention call + targeted offer
CUST100936,12,3819.14,2,2,36.2,Month-to-Month,Debit Card,West,Standard,Yes,1,45829.68,0.9982231413988818,High,Priority retention call + targeted offer
CUST103551,38,3928.36,2,1,74.7,Month-to-Month,Net Banking,South,Basic,Yes,1,47140.32,0.9982196547247236,High,Priority retention call + targeted offer
CUST101729,8,3823.67,1,1,41.8,Month-to-Month,UPI,North,Standard,Yes,1,45884.04,0.9982078801869403,High,Priority retention call + targeted offer
CUST103377,42,3823.35,3,1,10.4,Month-to-Month,Net Banking,South,Basic,No,1,45880.2,0.9981962382281429,High,Priority retention call + targeted offer
CUST105340,22,3875.55,4,1,58.2,One Year,Credit Card,South,Basic,No,1,46506.6,0.9981944267522543,High,Priority retention call + targeted offer
CUST102892,27,3758.43,1,2,25.5,Month-to-Month,Credit Card,South,Basic,No,1,45101.16,0.9981911542743136,High,Priority retention call + targeted offer
CUST105145,55,3878.85,2,1,44.2,Month-to-Month,Debit Card,North,Premium,No,1,46546.2,0.9981735727746608,High,Priority retention call + targeted offer
CUST102176,8,3869.67,2,1,33.2,Two Year,UPI,North,Basic,Yes,1,46436.04,0.9981725159989252,High,Priority retention call + targeted offer
CUST101686,31,3849.97,4,0,21.6,Month-to-Month,Net Banking,North,Basic,Yes,1,46199.64,0.9981705496425178,High,Priority retention call + targeted offer
CUST101094,24,3898.18,2,0,52.0,Month-to-Month,Debit Card,West,Standard,Yes,1,46778.16,0.9981624916888187,High,Priority retention call + targeted offer
CUST100197,9,3935.26,0,1,18.4,Two Year,Net Banking,North,Standard,No,1,47223.12,0.9981512972147926,High,Priority retention call + targeted offer
CUST103349,57,3884.69,4,0,53.0,Month-to-Month,Cash,North,Basic,Yes,1,46616.28,0.9981456481852868,High,Priority retention call + targeted offer
CUST104542,67,3899.06,2,2,49.8,Month-to-Month,UPI,East,Premium,Yes,1,46788.72,0.9981444851834774,High,Priority retention call + targeted offer
CUST105704,23,3927.64,5,1,32.2,Two Year,Debit Card,East,Premium,Yes,1,47131.68,0.9981433449120255,High,Priority retention call + targeted offer
CUST100245,7,3889.82,1,0,27.7,One Year,Debit Card,North,Standard,No,1,46677.84,0.9981325191260845,High,Priority retention call + targeted offer
CUST105216,57,3897.82,1,2,47.6,Month-to-Month,UPI,East,Standard,Yes,1,46773.84,0.9981266972831035,High,Priority retention call + targeted offer
CUST100744,58,3871.93,1,0,38.8,Month-to-Month,UPI,West,Basic,No,1,46463.16,0.9981244304196085,High,Priority retention call + targeted offer
CUST104867,24,3818.53,2,2,48.9,Month-to-Month,Cash,South,Standard,No,1,45822.36,0.9981152849327828,High,Priority retention call + targeted offer
CUST104252,71,3863.23,3,1,23.6,Month-to-Month,Debit Card,West,Basic,Yes,1,46358.76,0.9981031708399362,High,Priority retention call + targeted offer
CUST105940,19,3804.76,1,2,61.7,Month-to-Month,UPI,South,Basic,Yes,1,45657.12,0.9980972204071494,High,Priority retention call + targeted offer
CUST101099,32,3845.98,1,1,36.9,Month-to-Month,UPI,South,Standard,Yes,1,46151.76,0.9980928617873575,High,Priority retention call + targeted offer
CUST104704,53,3928.43,3,1,38.9,One Year,UPI,North,Standard,No,1,47141.16,0.9980578994951985,High,Priority retention call + targeted offer
CUST102869,15,3971.14,2,0,67.2,Two Year,UPI,East,Premium,No,1,47653.68,0.9980572781365291,High,Priority retention call + targeted offer
CUST100836,59,4025.47,0,0,37.2,One Year,Net Banking,East,Premium,No,1,48305.64,0.9980348855566237,High,Priority retention call + targeted offer
CUST102720,46,3861.21,2,1,38.5,Month-to-Month,UPI,South,Standard,Yes,1,46334.52,0.9980294037013805,High,Priority retention call + targeted offer
CUST105520,32,3755.29,1,3,30.5,Month-to-Month,Debit Card,South,Basic,No,1,45063.48,0.9980265017776325,High,Priority retention call + targeted offer
CUST103437,48,3887.0,4,0,28.2,One Year,Cash,North,Basic,No,1,46644.0,0.9980195789831103,High,Priority retention call + targeted offer
CUST102804,13,3927.4,2,1,29.7,Two Year,Debit Card,East,Standard,Yes,1,47128.8,0.9979774455769911,High,Priority retention call + targeted offer
CUST103609,49,3947.34,2,0,51.8,One Year,Debit Card,West,Basic,No,1,47368.08,0.9979679735335093,High,Priority retention call + targeted offer
CUST102709,63,3961.05,4,0,47.5,Two Year,Credit Card,North,Basic,No,1,47532.6,0.9979553648825408,High,Priority retention call + targeted offer
CUST101061,50,3862.09,4,1,44.5,Month-to-Month,Debit Card,South,Standard,No,1,46345.08,0.997944141143475,High,Priority retention call + targeted offer
CUST104985,4,3841.81,2,2,25.5,Two Year,UPI,North,Premium,Yes,1,46101.72,0.9979390514752705,High,Priority retention call + targeted offer
CUST105323,29,3831.1,2,2,30.8,One Year,Credit Card,West,Basic,No,1,45973.2,0.9979383019579224,High,Priority retention call + targeted offer
CUST104760,70,4016.12,2,1,54.7,One Year,Debit Card,East,Standard,Yes,1,48193.44,0.997914421256221,High,Priority retention call + targeted offer
CUST102387,71,3964.16,0,1,33.5,One Year,Credit Card,West,Standard,No,1,47569.92,0.997904097630656,High,Priority retention call + targeted offer
CUST103424,44,4007.65,2,1,85.3,One Year,Debit Card,East,Standard,No,1,48091.8,0.9979034236681689,High,Priority retention call + targeted offer
CUST101288,8,3796.77,3,3,46.6,One Year,Debit Card,South,Basic,No,1,45561.24,0.9979018402435947,High,Priority retention call + targeted offer
CUST105202,61,3914.28,1,0,40.3,Month-to-Month,Cash,East,Standard,No,1,46971.36,0.9978944212399833,High,Priority retention call + targeted offer
CUST100968,67,3928.78,1,0,50.3,Month-to-Month,UPI,North,Standard,Yes,1,47145.36,0.9978885725434368,High,Priority retention call + targeted offer
CUST104287,59,3915.81,1,2,57.2,One Year,UPI,West,Basic,No,1,46989.72,0.9978737918919015,High,Priority retention call + targeted offer
CUST102376,62,3984.38,1,0,58.3,Month-to-Month,Net Banking,North,Standard,Yes,1,47812.56,0.9978677177380741,High,Priority retention call + targeted offer
CUST105130,24,3798.3,3,1,49.3,Month-to-Month,UPI,East,Basic,No,1,45579.6,0.9978675160978382,High,Priority retention call + targeted offer
CUST100229,13,3810.28,0,1,62.4,Month-to-Month,Debit Card,North,Basic,No,1,45723.36,0.9978569856517303,High,Priority retention call + targeted offer
CUST102598,70,3871.14,1,2,50.7,Month-to-Month,Credit Card,East,Basic,Yes,1,46453.68,0.9978517153979858,High,Priority retention call + targeted offer
CUST102483,24,3873.58,1,2,20.6,One Year,Net Banking,West,Basic,Yes,1,46482.96,0.9978458704192783,High,Priority retention call + targeted offer
CUST100098,46,3829.05,2,1,31.3,Month-to-Month,UPI,North,Standard,No,1,45948.6,0.9978410848339705,High,Priority retention call + targeted offer
CUST105655,16,3975.54,0,0,61.6,Two Year,UPI,East,Standard,No,1,47706.48,0.997828140876651,High,Priority retention call + targeted offer
CUST103675,32,3886.01,1,1,33.9,One Year,Debit Card,North,Premium,No,1,46632.12,0.9978233806302743,High,Priority retention call + targeted offer
CUST103682,16,3841.02,4,2,35.3,One Year,UPI,North,Standard,Yes,1,46092.24,0.9978188102338171,High,Priority retention call + targeted offer
CUST105774,36,3830.11,2,1,43.9,Month-to-Month,UPI,South,Standard,No,1,45961.32,0.997812784414945,High,Priority retention call + targeted offer
CUST102838,16,3843.65,0,1,62.3,Month-to-Month,Credit Card,West,Standard,No,1,46123.8,0.9977629191452414,High,Priority retention call + targeted offer
CUST100113,34,3733.83,6,2,21.9,Month-to-Month,Credit Card,East,Basic,No,1,44805.96,0.9977594403830666,High,Priority retention call + targeted offer
CUST102761,32,3924.8,2,0,52.8,Month-to-Month,Net Banking,East,Standard,No,1,47097.6,0.9977529343271988,High,Priority retention call + targeted offer
CUST104436,48,3912.65,3,0,47.3,One Year,UPI,South,Basic,Yes,1,46951.8,0.9977387361233067,High,Priority retention call + targeted offer
CUST101177,14,3814.65,0,3,29.4,Month-to-Month,Net Banking,West,Standard,Yes,1,45775.8,0.9977290819697027,High,Priority retention call + targeted offer
CUST104214,50,3823.04,5,0,36.6,Month-to-Month,UPI,East,Basic,No,1,45876.48,0.9977097570481347,High,Priority retention call + targeted offer
CUST102260,2,3827.22,1,1,43.8,Month-to-Month,Net Banking,West,Premium,No,1,45926.64,0.9977072969927328,High,Priority retention call + targeted offer
CUST105083,32,3846.71,1,0,36.8,Month-to-Month,Credit Card,South,Standard,Yes,1,46160.52,0.9976978916537848,High,Priority retention call + targeted offer
CUST100295,38,3877.14,2,1,42.1,One Year,Credit Card,East,Basic,No,1,46525.68,0.9976927515953871,High,Priority retention call + targeted offer
CUST100360,61,3809.35,0,1,17.3,Month-to-Month,UPI,South,Basic,Yes,1,45712.2,0.9976873029824044,High,Priority retention call + targeted offer
CUST100540,52,3805.48,5,2,6.3,One Year,UPI,South,Basic,Yes,1,45665.76,0.9976768886410693,High,Priority retention call + targeted offer
CUST102544,58,3898.95,2,0,22.8,Month-to-Month,Net Banking,South,Premium,Yes,1,46787.4,0.9976689980574714,High,Priority retention call + targeted offer
CUST104334,67,3877.54,1,0,39.7,Month-to-Month,Credit Card,North,Premium,No,1,46530.48,0.9976688043197555,High,Priority retention call + targeted offer
CUST103264,38,3809.58,1,0,39.9,Month-to-Month,UPI,South,Basic,No,1,45714.96,0.9976673268640981,High,Priority retention call + targeted offer
CUST100575,27,3800.47,0,1,40.0,Month-to-Month,Credit Card,South,Premium,No,1,45605.64,0.9976649907576062,High,Priority retention call + targeted offer
CUST102327,13,3775.52,2,2,29.7,Month-to-Month,Debit Card,East,Premium,Yes,1,45306.24,0.9976588408901387,High,Priority retention call + targeted offer
CUST101238,22,3867.76,1,2,53.8,One Year,Credit Card,West,Premium,No,1,46413.12,0.9976587500441911,High,Priority retention call + targeted offer
CUST104602,23,3698.37,4,3,24.5,Month-to-Month,UPI,South,Basic,Yes,1,44380.44,0.9976339129341508,High,Priority retention call + targeted offer
CUST103444,67,3953.45,3,0,36.2,One Year,UPI,West,Standard,No,1,47441.4,0.9976060893827773,High,Priority retention call + targeted offer
CUST101739,15,3814.04,3,2,44.3,One Year,UPI,East,Basic,No,1,45768.48,0.9975805050034008,High,Priority retention call + targeted offer
CUST101401,18,3835.07,3,0,62.8,Month-to-Month,Credit Card,South,Standard,No,1,46020.84,0.9975732072861642,High,Priority retention call + targeted offer
CUST103050,61,3974.85,0,0,39.3,Two Year,Debit Card,East,Basic,No,1,47698.2,0.9975433599804653,High,Priority retention call + targeted offer
CUST105961,45,3841.68,3,2,39.5,One Year,UPI,West,Basic,No,1,46100.16,0.997496956716076,High,Priority retention call + targeted offer
CUST105906,34,3778.4,2,0,24.3,Month-to-Month,UPI,West,Basic,No,1,45340.8,0.9974963413735052,High,Priority retention call + targeted offer
CUST105984,11,3791.57,3,2,64.6,Month-to-Month,Credit Card,West,Standard,No,1,45498.84,0.9974910659973564,High,Priority retention call + targeted offer
CUST101963,59,3876.11,0,3,35.2,One Year,Credit Card,North,Premium,Yes,1,46513.32,0.9974763745478199,High,Priority retention call + targeted offer
CUST100250,13,3821.41,1,2,50.3,One Year,Cash,West,Basic,No,1,45856.92,0.9974744078744895,High,Priority retention call + targeted offer
CUST100404,36,3736.79,4,3,34.4,Month-to-Month,Credit Card,North,Premium,No,1,44841.48,0.9974690585351534,High,Priority retention call + targeted offer
CUST104913,44,3834.35,0,1,40.7,Month-to-Month,Cash,South,Premium,Yes,1,46012.2,0.9974600018080229,High,Priority retention call + targeted offer
CUST100373,27,3733.11,6,1,2.0,Month-to-Month,Debit Card,South,Standard,No,1,44797.32,0.9974544158393414,High,Priority retention call + targeted offer
CUST104415,32,3785.64,2,2,59.4,Month-to-Month,Credit Card,North,Basic,Yes,1,45427.68,0.997452419885023,High,Priority retention call + targeted offer
CUST101125,61,3847.61,5,0,30.0,Month-to-Month,UPI,West,Standard,No,1,46171.32,0.9974473940020844,High,Priority retention call + targeted offer
CUST104043,8,3816.5,0,1,45.0,One Year,Credit Card,South,Basic,No,1,45798.0,0.9974339508858784,High,Priority retention call + targeted offer
CUST105286,21,3777.57,1,1,57.7,Month-to-Month,UPI,South,Basic,No,1,45330.84,0.9974205730816164,High,Priority retention call + targeted offer
CUST104917,20,3892.34,1,0,49.1,One Year,Cash,West,Premium,No,1,46708.08,0.9974071016165628,High,Priority retention call + targeted offer
CUST100518,35,3974.61,2,1,78.6,Two Year,Debit Card,South,Standard,No,1,47695.32,0.997405637526553,High,Priority retention call + targeted offer
CUST100961,30,3890.24,0,1,66.9,Month-to-Month,Net Banking,East,Basic,Yes,1,46682.88,0.9973844926114928,High,Priority retention call + targeted offer
CUST100114,37,3775.13,1,1,40.9,Month-to-Month,UPI,South,Basic,No,1,45301.56,0.9973573369739283,High,Priority retention call + targeted offer
CUST101029,25,3768.69,0,2,37.0,Month-to-Month,Credit Card,West,Premium,No,1,45224.28,0.9973569387202831,High,Priority retention call + targeted offer
CUST101885,13,3838.68,1,0,21.1,One Year,Credit Card,South,Standard,No,1,46064.16,0.9973480542832237,High,Priority retention call + targeted offer
CUST104411,43,3811.86,3,1,26.5,Month-to-Month,UPI,West,Standard,Yes,1,45742.32,0.997339412732668,High,Priority retention call + targeted offer
CUST100205,20,3791.18,0,2,69.4,Month-to-Month,Credit Card,East,Basic,No,1,45494.16,0.9973379343701052,High,Priority retention call + targeted offer
CUST102755,63,3860.82,0,1,35.6,Month-to-Month,Credit Card,North,Standard,Yes,1,46329.84,0.9973371915624226,High,Priority retention call + targeted offer
CUST105369,21,3823.05,2,2,26.9,Two Year,UPI,East,Basic,No,1,45876.6,0.9973317530396071,High,Priority retention call + targeted offer
CUST105361,58,3867.25,2,0,38.5,Month-to-Month,Credit Card,South,Standard,Yes,1,46407.0,0.9973158163318941,High,Priority retention call + targeted offer
CUST102669,70,3896.12,2,2,23.4,One Year,Net Banking,South,Basic,No,1,46753.44,0.9973002924690159,High,Priority retention call + targeted offer
CUST101928,14,3854.81,3,1,47.4,One Year,UPI,West,Standard,No,1,46257.72,0.9972951886393209,High,Priority retention call + targeted offer
CUST100774,61,3856.64,3,0,32.6,Month-to-Month,Debit Card,South,Premium,Yes,1,46279.68,0.9972948519368839,High,Priority retention call + targeted offer
CUST104916,8,3849.71,2,1,44.9,One Year,Debit Card,South,Standard,No,1,46196.52,0.9972922621794293,High,Priority retention call + targeted offer
CUST105928,9,3707.16,2,5,60.9,Month-to-Month,Credit Card,North,Standard,No,1,44485.92,0.997275498787227,High,Priority retention call + targeted offer
CUST105464,15,3748.52,2,1,28.2,Month-to-Month,Credit Card,West,Premium,No,1,44982.24,0.997271291922068,High,Priority retention call + targeted offer
CUST101362,26,3696.2,2,3,20.6,Month-to-Month,UPI,East,Basic,No,1,44354.4,0.9972640773865178,High,Priority retention call + targeted offer
CUST102527,69,3813.93,2,2,29.2,Month-to-Month,Debit Card,North,Premium,No,1,45767.16,0.9972637547098824,High,Priority retention call + targeted offer
CUST101121,7,3829.31,3,1,49.6,One Year,Debit Card,East,Basic,No,1,45951.72,0.9972525101503468,High,Priority retention call + targeted offer
CUST102340,31,3849.34,0,1,58.1,Month-to-Month,Debit Card,West,Premium,Yes,1,46192.08,0.997248547648974,High,Priority retention call + targeted offer
CUST102811,21,3772.79,1,2,45.5,Month-to-Month,Credit Card,East,Premium,No,1,45273.48,0.9972412987281419,High,Priority retention call + targeted offer
CUST104331,20,3810.58,1,1,71.9,Month-to-Month,UPI,West,Basic,Yes,1,45726.96,0.997220611443569,High,Priority retention call + targeted offer
CUST103802,58,3943.75,4,1,44.7,Two Year,Cash,West,Premium,Yes,1,47325.0,0.9972141192145828,High,Priority retention call + targeted offer
CUST103801,42,3855.32,3,0,62.7,Month-to-Month,UPI,North,Standard,No,1,46263.84,0.997183656094755,High,Priority retention call + targeted offer
CUST104294,67,3793.38,1,1,20.8,Month-to-Month,Credit Card,West,Basic,No,1,45520.56,0.9971343628874927,High,Priority retention call + targeted offer
CUST100367,23,3805.28,3,1,32.5,One Year,UPI,North,Basic,Yes,1,45663.36,0.9970826952264261,High,Priority retention call + targeted offer
CUST103328,29,3724.83,0,2,32.4,Month-to-Month,Credit Card,North,Basic,No,1,44697.96,0.9970818293597448,High,Priority retention call + targeted offer
CUST101772,27,3832.88,1,0,61.8,Month-to-Month,Credit Card,West,Premium,No,1,45994.56,0.9970645896104233,High,Priority retention call + targeted offer
CUST105980,44,3765.43,0,1,22.8,Month-to-Month,Debit Card,North,Basic,No,1,45185.16,0.9970385439892722,High,Priority retention call + targeted offer
CUST101944,28,3836.24,1,2,54.7,Month-to-Month,Net Banking,South,Standard,No,1,46034.88,0.9970073500695916,High,Priority retention call + targeted offer
CUST105638,8,3700.57,1,2,18.1,Month-to-Month,Credit Card,South,Standard,No,1,44406.84,0.997000791845956,High,Priority retention call + targeted offer
CUST105664,40,3794.14,3,0,36.8,Month-to-Month,UPI,South,Premium,No,1,45529.68,0.9969931791919002,High,Priority retention call + targeted offer
CUST101856,27,3837.2,2,0,35.3,One Year,UPI,South,Basic,Yes,1,46046.4,0.9969887163631329,High,Priority retention call + targeted offer
CUST100903,64,3835.97,3,2,52.4,Month-to-Month,UPI,South,Standard,Yes,1,46031.64,0.9969610241573686,High,Priority retention call + targeted offer
CUST101819,22,3755.79,4,1,26.9,Month-to-Month,Credit Card,East,Standard,No,1,45069.48,0.9969343317575432,High,Priority retention call + targeted offer
CUST102258,1,3762.54,1,1,48.2,Month-to-Month,Debit Card,South,Standard,No,1,45150.48,0.9968923674522568,High,Priority retention call + targeted offer
CUST104129,31,3888.32,4,2,30.6,One Year,Net Banking,East,Standard,Yes,1,46659.84,0.9968918624073011,High,Priority retention call + targeted offer
CUST104352,40,3798.39,0,1,20.0,Month-to-Month,Debit Card,South,Standard,Yes,1,45580.68,0.9968887486698719,High,Priority retention call + targeted offer
CUST103104,51,3798.19,1,2,36.6,Month-to-Month,Credit Card,West,Standard,No,1,45578.28,0.9968794684216069,High,Priority retention call + targeted offer
CUST101314,65,3750.89,1,3,35.6,Month-to-Month,Credit Card,North,Basic,No,1,45010.68,0.9968681318331863,High,Priority retention call + targeted offer
CUST100228,40,3801.33,2,1,31.8,Month-to-Month,Credit Card,West,Standard,Yes,1,45615.96,0.9968342434373565,High,Priority retention call + targeted offer
CUST105748,67,3965.44,1,0,29.2,One Year,Net Banking,North,Standard,No,1,47585.28,0.9968151539540406,High,Priority retention call + targeted offer
CUST105597,49,3910.94,1,2,34.4,Two Year,UPI,East,Standard,Yes,1,46931.28,0.9968144741925445,High,Priority retention call + targeted offer
CUST104169,49,3826.78,5,1,39.0,Month-to-Month,Net Banking,South,Premium,No,1,45921.36,0.9968080752288307,High,Priority retention call + targeted offer
CUST105532,37,3866.53,2,0,68.4,Month-to-Month,Debit Card,West,Standard,No,1,46398.36,0.996723918406675,High,Priority retention call + targeted offer
CUST104289,23,3834.57,4,2,60.2,Two Year,Credit Card,West,Basic,No,1,46014.84,0.9967090454086344,High,Priority retention call + targeted offer
CUST102025,35,3869.78,1,1,24.0,One Year,Net Banking,South,Premium,No,1,46437.36,0.9966694900060277,High,Priority retention call + targeted offer
CUST104175,26,3840.59,4,0,24.4,One Year,UPI,East,Standard,No,1,46087.08,0.9966611598651117,High,Priority retention call + targeted offer
CUST104833,18,3809.47,4,2,47.3,Two Year,Debit Card,North,Basic,No,1,45713.64,0.9966525962438914,High,Priority retention call + targeted offer
CUST104117,10,3770.98,0,1,38.2,Month-to-Month,Net Banking,West,Basic,No,1,45251.76,0.9966220944217,High,Priority retention call + targeted offer
CUST102786,21,3719.7,2,4,59.3,Month-to-Month,Cash,West,Premium,No,1,44636.4,0.99659722828135,High,Priority retention call + targeted offer
CUST104243,3,3688.83,2,1,23.8,Month-to-Month,UPI,North,Premium,No,1,44265.96,0.9965563249526941,High,Priority retention call + targeted offer
CUST102963,5,3833.68,4,2,48.2,One Year,Net Banking,North,Standard,No,1,46004.16,0.9965545623334802,High,Priority retention call + targeted offer
CUST101542,7,3763.85,1,2,37.4,Month-to-Month,Net Banking,South,Standard,No,1,45166.2,0.9965465571446258,High,Priority retention call + targeted offer
CUST104337,24,3822.99,0,2,38.3,One Year,Credit Card,West,Premium,Yes,1,45875.88,0.9965292032433583,High,Priority retention call + targeted offer
CUST101054,6,3683.92,1,2,24.5,Month-to-Month,Debit Card,East,Basic,No,1,44207.04,0.9965266105210606,High,Priority retention call + targeted offer
CUST103623,32,3890.96,4,2,51.8,One Year,Net Banking,South,Standard,Yes,1,46691.52,0.996525576595193,High,Priority retention call + targeted offer
CUST103409,35,3884.48,5,1,33.2,One Year,Net Banking,South,Standard,Yes,1,46613.76,0.9965161804532165,High,Priority retention call + targeted offer
CUST102828,46,3823.05,3,1,31.7,One Year,Cash,South,Basic,Yes,1,45876.6,0.9964966707090338,High,Priority retention call + targeted offer
CUST103643,36,3844.17,1,1,24.5,One Year,Credit Card,East,Standard,No,1,46130.04,0.996475167540415,High,Priority retention call + targeted offer
CUST103977,72,3893.47,0,1,31.3,Month-to-Month,Net Banking,East,Premium,Yes,1,46721.64,0.9964655993451336,High,Priority retention call + targeted offer
CUST102605,55,3821.22,4,1,49.0,Month-to-Month,Debit Card,East,Premium,No,1,45854.64,0.9964607729942299,High,Priority retention call + targeted offer
